Company Name,Company Location,Ratting,Reviews,Company Type,Reason For Review
Vistaar Finance,Bangalore / Bengaluru +190 other locations,4.0,(962),NBFC,"Salary & Benefits, Company Culture, Work Life Balance"
Kinara Capital,Bangalore / Bengaluru +112 other locations,4.3,(962),NBFC,"Company Culture, Work Life Balance, Skill Development / Learning"
Lakshmi Machine Works,Coimbatore +29 other locations,3.9,(961),Industrial Machinery,"Job Security, Skill Development / Learning"
Gharda Chemicals Limited,Mumbai +71 other locations,3.9,(960),Agro Chemicals,"Job Security, Work Life Balance, Skill Development / Learning"
Visionet Systems,Bangalore / Bengaluru +17 other locations,3.3,(958),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Wheels,Chennai +45 other locations,3.9,(958),Auto Components,Job Security
Colgate Palmolive,Mumbai +116 other locations,4.0,(958),FMCG,"Company Culture, Work Life Balance, Job Security"
Knorr-Bremse,Pune +29 other locations,3.5,(957),Auto Components,Work Life Balance
CarDekho Group,Gurgaon / Gurugram +79 other locations,3.6,(957),Internet,"Promotions / Appraisal, Job Security, Work Satisfaction"
Greenko Group,Hyderabad / Secunderabad +76 other locations,3.8,(956),Power,"Job Security, Work Life Balance"
Nilkamal,Mumbai +105 other locations,3.8,(955),Furniture & Furnishing,Job Security
AstraZeneca,Chennai +49 other locations,4.0,(955),Pharma,"Work Life Balance, Salary & Benefits, Company Culture"
Fractal Analytics,Bangalore / Bengaluru +17 other locations,4.0,(954),Emerging Technologies,"Job Security, Company Culture, Work Life Balance"
IIFL Home Finance,Gurgaon / Gurugram +245 other locations,3.8,(954),NBFC,Work Life Balance
Fractal Analytics,Bangalore / Bengaluru +17 other locations,4.0,(954),Emerging Technologies,"Job Security, Company Culture, Work Life Balance"
Mando Automotive,Chennai +21 other locations,4.0,(953),Auto Components,"Job Security, Skill Development / Learning, Company Culture"
Secure Meters,Udaipur +70 other locations,4.0,(952),Electronics Manufacturing,"Job Security, Company Culture, Work Life Balance"
Thomas Cook,Mumbai +80 other locations,4.0,(951),Travel & Tourism,"Company Culture, Job Security, Skill Development / Learning"
Netcracker Technology,Hyderabad / Secunderabad +11 other locations,3.0,(951),IT Services & Consulting,"Promotions / Appraisal, Job Security, Company Culture"
SitusAMC,Bangalore / Bengaluru +19 other locations,3.3,(951),Software Product,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
Vertiv,Pune +51 other locations,3.9,(951),Electronics Manufacturing,Job Security
Episource,Chennai +20 other locations,3.9,(948),IT Services & Consulting,"Job Security, Company Culture, Skill Development / Learning"
Lemon Tree Hotels,New Delhi +75 other locations,4.1,(947),Hospitality,"Company Culture, Job Security, Work Life Balance"
GVPR Engineers,Hyderabad / Secunderabad +88 other locations,3.8,(948),Engineering & Construction,"Work Life Balance, Salary & Benefits"
TÜV NORD,Pune +77 other locations,3.8,(945),Other,Promotions / Appraisal
Star Cement,Guwahati +76 other locations,4.0,(945),Building Material,"Work Life Balance, Job Security, Company Culture"
TechnipFMC,Hyderabad / Secunderabad +43 other locations,4.0,(943),Industrial Machinery,"Company Culture, Work Life Balance, Job Security"
Mastek,Mumbai +22 other locations,3.6,(943),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Nasser S. Al Hajri Corporation,Chennai +55 other locations,3.5,(943),Engineering & Construction,Job Security
Encora,Bangalore / Bengaluru +19 other locations,3.4,(942),IT Services & Consulting,"Job Security, Promotions / Appraisal, Work Satisfaction"
Petrofac,Chennai +41 other locations,4.2,(941),Oil & Gas,"Salary & Benefits, Company Culture, Work Life Balance"
Kendriya Vidyalaya Sangathan,New Delhi +229 other locations,4.3,(941),Education & Training,"Work Life Balance, Skill Development / Learning, Company Culture"
Perfetti Van Melle,Gurgaon / Gurugram +152 other locations,4.2,(940),Food Processing,"Company Culture, Work Life Balance, Work Satisfaction"
Navitasys India,Bawal +24 other locations,4.1,(940),Electronics Manufacturing,"Job Security, Salary & Benefits, Work Life Balance"
Svatantra Microfin,Mumbai +292 other locations,3.9,(940),NBFC,"Company Culture, Job Security, Skill Development / Learning"
C&S Electric,Noida +58 other locations,4.0,(936),Electrical Equipment,"Work Life Balance, Job Security, Company Culture"
Suzuki Motorcycle,Gurgaon / Gurugram +118 other locations,4.0,(937),Automobile,"Job Security, Work Life Balance, Company Culture"
Westside,Mumbai +105 other locations,3.9,(935),Retail,"Job Security, Skill Development / Learning, Company Culture"
Pristyn Care,Gurgaon / Gurugram +32 other locations,3.2,(934),Internet,"Work Life Balance, Job Security, Promotions / Appraisal"
Gannon Dunkerley & Co.,Kolkata +77 other locations,3.3,(932),Engineering & Construction,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Cult.fit,Bangalore / Bengaluru +39 other locations,3.6,(932),Fitness & Wellness,"Promotions / Appraisal, Job Security, Work Satisfaction"
Bounteous x Accolite,Bangalore / Bengaluru +15 other locations,3.2,(932),IT Services & Consulting,"Promotions / Appraisal, Work Satisfaction, Job Security"
Pizza Hut,New Delhi +127 other locations,3.9,(932),Hospitality,Skill Development / Learning
Aircel,New Delhi +115 other locations,4.5,(930),Telecom,"Company Culture, Work Life Balance, Work Satisfaction"
Barclays Global Service Centre,Pune +13 other locations,3.9,(928),IT Services & Consulting,"Work Life Balance, Company Culture, Job Security"
NBC Bearings,Jaipur +28 other locations,3.8,(926),Auto Components,"Job Security, Work Life Balance"
Softenger,Pune +32 other locations,4.0,(924),IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction"
Innodata India Private Limited,Noida +23 other locations,3.7,(923),IT Services & Consulting,"Promotions / Appraisal, Job Security"
Comviva Technology,Gurgaon / Gurugram +19 other locations,2.9,(922),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Collins Aerospace,Bangalore / Bengaluru +11 other locations,3.8,(921),Defence & Aerospace,"Job Security, Work Life Balance"
Capacit'e Infraprojects,Mumbai +35 other locations,3.7,(921),Engineering & Construction,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Aparajitha Corporate Services,Madurai +94 other locations,3.8,(921),Legal,"Promotions / Appraisal, Salary & Benefits"
LOREAL,Mumbai +98 other locations,3.8,(920),Beauty & Personal Care,Salary & Benefits
VIP Industries,Mumbai +92 other locations,3.7,(920),Retail,"Promotions / Appraisal, Job Security, Company Culture"
Pricol,Coimbatore +31 other locations,3.9,(919),Auto Components,"Company Culture, Skill Development / Learning"
Hitachi Payment Services,Mumbai +79 other locations,3.6,(920),FinTech,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Tata Capital Housing Finance,Mumbai +162 other locations,4.0,(920),NBFC,"Skill Development / Learning, Salary & Benefits, Company Culture"
Rebel Foods,Mumbai +75 other locations,3.6,(919),Internet,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Shyam Steel Group,Kolkata +79 other locations,3.5,(917),Iron & Steel,"Promotions / Appraisal, Work Satisfaction, Job Security"
Tikona Infinet,Mumbai +46 other locations,3.6,(916),Telecom,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Jubilant Pharmova,Noida +59 other locations,3.7,(916),Pharma,Promotions / Appraisal
United Breweries,Bangalore / Bengaluru +101 other locations,3.3,(915),Beverage,"Promotions / Appraisal, Job Security, Company Culture"
QX Global Group,Ahmedabad +20 other locations,3.1,(915),BPO,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
ALLEN Career Institute,Kota +67 other locations,3.8,(913),Education & Training,Work Life Balance
Tata Cummins,Jamshedpur +42 other locations,4.4,(912),Auto Components,"Company Culture, Work Life Balance, Work Satisfaction"
Everest Industries,Mumbai +95 other locations,3.9,(911),Building Material,"Work Life Balance, Company Culture, Job Security"
Fortrea Development India Private Limited,Bangalore / Bengaluru +9 other locations,3.9,(911),Clinical Research,"Work Life Balance, Company Culture"
FLSmidth,Chennai +24 other locations,3.6,(910),Engineering & Construction,Work Life Balance
Lowe's,Bangalore / Bengaluru +9 other locations,4.1,(910),Retail,"Company Culture, Work Life Balance, Job Security"
Hathway,Mumbai +54 other locations,3.3,(908),Broadcasting,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
Atlas Copco,Pune +55 other locations,4.1,(908),Industrial Machinery,"Company Culture, Job Security, Work Life Balance"
Amazon Web Services,Bangalore / Bengaluru +61 other locations,3.8,(908),IT Services & Consulting,"Salary & Benefits, Skill Development / Learning"
Quantiphi Analytics Solutions Private Limited,Bangalore / Bengaluru +17 other locations,3.1,(907),IT Services & Consulting,"Job Security, Work Life Balance, Promotions / Appraisal"
Natco Pharma,Hyderabad / Secunderabad +60 other locations,4.0,(907),Pharma,"Job Security, Work Life Balance, Salary & Benefits"
Napino Auto & Electronics,Gurgaon / Gurugram +21 other locations,3.8,(905),Auto Components,Work Life Balance
Sundaram Clayton,Chennai +29 other locations,3.9,(904),Auto Components,"Skill Development / Learning, Salary & Benefits"
Crompton Greaves Consumer Electricals,Mumbai +101 other locations,3.7,(904),Consumer Electronics & Appliances,Salary & Benefits
General Mills,Mumbai +54 other locations,4.1,(903),Food Processing,"Work Life Balance, Company Culture, Job Security"
Arohan Financial Services,Kolkata +219 other locations,3.8,(903),NBFC,Salary & Benefits
Malabar Gold and Diamonds,Hyderabad / Secunderabad +124 other locations,4.0,(902),Jewellery,"Job Security, Company Culture, Skill Development / Learning"
Lumina Datamatics,Mumbai +19 other locations,3.1,(902),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Mahindra Automotives,Pune +119 other locations,3.9,(902),Automobile,"Job Security, Skill Development / Learning"
Financial Software & Systems,Chennai +31 other locations,3.7,(901),Software Product,"Promotions / Appraisal, Salary & Benefits"
Syrma SGS Technologies,Chennai +20 other locations,4.1,(898),Electronics Manufacturing,"Job Security, Company Culture, Work Life Balance"
Jaro Education,Mumbai +23 other locations,3.3,(896),EdTech,Salary & Benefits
Xebia,Gurgaon / Gurugram +20 other locations,3.2,(896),IT Services & Consulting,"Promotions / Appraisal, Job Security, Company Culture"
JSW Group,Mumbai +90 other locations,3.8,(896),Iron & Steel,Job Security
Unity Small Finance Bank,Mumbai +135 other locations,3.7,(897),Banking,"Promotions / Appraisal, Work Satisfaction, Job Security"
Vaco Binary Semantics,Gurgaon / Gurugram +46 other locations,3.2,(894),IT Services & Consulting,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
ALTEN,Bangalore / Bengaluru +22 other locations,3.7,(892),IT Services & Consulting,Work Life Balance
MasterCard,Pune +14 other locations,3.9,(892),FinTech,"Company Culture, Work Life Balance, Salary & Benefits"
KEI Industries,New Delhi +98 other locations,4.2,(889),Electrical Equipment,"Salary & Benefits, Work Life Balance, Job Security"
Reliance Power,Singrauli +41 other locations,4.0,(889),Power,"Job Security, Work Life Balance, Company Culture"
Pramerica Life Insurance,Gurgaon / Gurugram +124 other locations,3.7,(888),Insurance,Work Life Balance
Hitachi Energy,Chennai +36 other locations,4.1,(889),Power,"Job Security, Work Life Balance, Company Culture"
VeeTechnologies,Bangalore / Bengaluru +39 other locations,3.8,(887),IT Services & Consulting,Job Security
Sandhar Technologies,Gurgaon / Gurugram +31 other locations,3.9,(888),Auto Components,Job Security
AJIO,Bangalore / Bengaluru +200 other locations,3.6,(887),Internet,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Shriram General Insurance,Jaipur +192 other locations,3.5,(887),Insurance,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Amazon Sellers Services,Bangalore / Bengaluru +67 other locations,3.9,(885),Retail,"Salary & Benefits, Company Culture, Skill Development / Learning"
Timken,Jamshedpur +44 other locations,3.9,(885),Industrial Machinery,"Company Culture, Work Life Balance, Job Security"
Tiger Analytics,Chennai +17 other locations,3.6,(885),IT Services & Consulting,"Work Satisfaction, Job Security, Promotions / Appraisal"
Wonder Cement,Nimbahera +105 other locations,4.2,(884),Building Material,"Company Culture, Work Life Balance, Job Security"
J B Chemicals And Pharmaceuticals,Mumbai +91 other locations,3.8,(884),Pharma,"Promotions / Appraisal, Work Satisfaction"
Netscribes,Kolkata +17 other locations,2.7,(883),Analytics & KPO,"Promotions / Appraisal, Job Security, Salary & Benefits"
BGR Energy Systems,Chennai +53 other locations,3.8,(882),Engineering & Construction,Work Life Balance
Velocis Systems,New Delhi +51 other locations,3.9,(882),IT Services & Consulting,"Work Life Balance, Job Security"
Merino Industries,New Delhi +73 other locations,3.8,(881),Building Material,Salary & Benefits
Škoda Auto Volkswagen,Pune +45 other locations,4.0,(880),Automobile,"Work Life Balance, Company Culture"
Apotex Research,Bangalore / Bengaluru +14 other locations,3.7,(879),Pharma,"Promotions / Appraisal, Job Security, Skill Development / Learning"
ivy,Hyderabad / Secunderabad +11 other locations,3.6,(879),Software Product,Work Life Balance
Astral Adhesives,Ahmedabad +149 other locations,3.9,(879),Chemicals,Salary & Benefits
Siemens Energy,Pune +46 other locations,4.1,(879),Power,"Work Life Balance, Job Security, Company Culture"
Signify,Bangalore / Bengaluru +80 other locations,3.5,(878),Consumer Electronics & Appliances,"Promotions / Appraisal, Work Satisfaction, Job Security"
Naukri,Noida +71 other locations,4.2,(877),Internet,"Job Security, Company Culture, Work Life Balance"
Salcomp Manufacturing,Chennai +26 other locations,4.0,(875),Electronics Manufacturing,"Job Security, Skill Development / Learning, Company Culture"
Defence Research & Development Organisation,Hyderabad / Secunderabad +51 other locations,4.5,(875),Defence & Aerospace,"Work Life Balance, Company Culture, Skill Development / Learning"
Aviva Life Insurance India,Gurgaon / Gurugram +119 other locations,3.5,(874),Insurance,"Job Security, Promotions / Appraisal, Company Culture"
SLMG Beverages,Lucknow +78 other locations,4.0,(874),Beverage,"Work Life Balance, Skill Development / Learning"
Volkswagen,Pune +102 other locations,4.2,(873),Automobile,"Company Culture, Work Life Balance, Work Satisfaction"
HomeLane,Bangalore / Bengaluru +35 other locations,3.3,(873),Architecture & Interior Design,"Job Security, Promotions / Appraisal, Work Life Balance"
Test Yantra Software Solutions,Bangalore / Bengaluru +19 other locations,3.1,(873),IT Services & Consulting,"Promotions / Appraisal, Company Culture, Job Security"
Nityo Infotech,Bangalore / Bengaluru +31 other locations,3.2,(870),IT Services & Consulting,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Bhanzu,,3.9,(870),Bangalore / Bengaluru +13 other locations,"Company Culture, Skill Development / Learning"
Hinduja Housing Finance,New Delhi +200 other locations,3.7,(870),NBFC,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Lavender Technology,Hyderabad / Secunderabad +8 other locations,4.9,(868),IT Services & Consulting,"Company Culture, Promotions / Appraisal, Skill Development / Learning"
Volvo,Bangalore / Bengaluru +37 other locations,4.0,(869),Automobile,"Work Life Balance, Job Security, Company Culture"
Godfrey Phillips India,New Delhi +112 other locations,4.0,(868),FMCG,"Work Life Balance, Company Culture, Job Security"
Yokohama Off-Highway Tires,Bharuch +37 other locations,3.7,(869),Auto Components,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Egis  India Consulting Engineers,Gurgaon / Gurugram +111 other locations,4.2,(867),Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction"
Nirma,Bhavnagar +65 other locations,4.2,(867),FMCG,"Job Security, Work Life Balance, Company Culture"
GE Healthcare,Bangalore / Bengaluru +36 other locations,3.9,(865),Healthcare,"Company Culture, Work Life Balance, Job Security"
Next Education India,Hyderabad / Secunderabad +94 other locations,3.4,(864),EdTech,"Promotions / Appraisal, Job Security, Company Culture"
Knight Frank,Mumbai +48 other locations,4.1,(864),Real Estate,"Work Life Balance, Company Culture, Salary & Benefits"
Marsh McLennan,Mumbai +24 other locations,3.9,(862),Financial Services,"Job Security, Company Culture, Work Life Balance"
Aristo Pharmaceuticals,Mumbai +104 other locations,4.0,(861),Pharma,"Work Life Balance, Job Security, Company Culture"
Guidehouse,Chennai +19 other locations,3.6,(861),Management Consulting,Salary & Benefits
Vedanta Resources,Jharsuguda +71 other locations,3.7,(860),Metals & Mining,Salary & Benefits
Schlumberger,Pune +35 other locations,3.7,(860),Oil & Gas,Work Life Balance
Neel Metal Products,Gurgaon / Gurugram +36 other locations,4.0,(860),Metals & Mining,"Job Security, Skill Development / Learning, Work Life Balance"
Bosch Chassis Systems,Pune +23 other locations,4.1,(860),Auto Components,"Company Culture, Work Life Balance, Work Satisfaction"
Tata Chemicals,Jamnagar +86 other locations,4.0,(860),Chemicals,"Job Security, Work Life Balance, Company Culture"
SFO Technologies,Bangalore / Bengaluru +16 other locations,3.4,(860),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture"
ICCS,Noida +28 other locations,3.0,(859),BPO,"Promotions / Appraisal, Job Security, Company Culture"
Bayer,,4.0,(856),Bangalore / Bengaluru +111 other locations,"Work Life Balance, Company Culture, Work Satisfaction"
Marks & Spencer,New Delhi +59 other locations,3.9,(856),Retail,"Job Security, Work Life Balance, Company Culture"
Tafe Motors & Tractors,Bhopal +69 other locations,3.9,(855),Automobile,"Company Culture, Work Life Balance, Skill Development / Learning"
Yashoda Hospitals,Hyderabad / Secunderabad +30 other locations,3.9,(854),Healthcare,Skill Development / Learning
Deepak Fertilisers and Petrochemicals,Mumbai +56 other locations,4.2,(854),Chemicals,"Job Security, Work Life Balance, Company Culture"
Adani Enterprises,Ahmedabad +72 other locations,3.6,(853),Metals & Mining,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Psp Projects,Ahmedabad +56 other locations,3.9,(852),Engineering & Construction,Skill Development / Learning
Medhaj Techno Concept,Lucknow +145 other locations,3.9,(852),Other,"Company Culture, Work Life Balance, Work Satisfaction"
Amphenol Interconnect,Pune +15 other locations,4.2,(849),Electrical Equipment,"Work Life Balance, Company Culture, Work Satisfaction"
Serco,Mumbai +40 other locations,4.3,(848),Analytics & KPO,"Company Culture, Work Life Balance, Work Satisfaction"
Consolidated Contractors,Mumbai +56 other locations,4.4,(848),Engineering & Construction,"Work Satisfaction, Company Culture, Work Life Balance"
HT Media,New Delhi +42 other locations,3.1,(848),Media & Entertainment,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Xceedance,Gurgaon / Gurugram +13 other locations,3.6,(848),Internet,Job Security
TNQ Tech Private Limited,Chennai +14 other locations,3.5,(847),Printing & Publishing,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Technip Energies,Noida +39 other locations,4.1,(846),Engineering & Construction,"Job Security, Company Culture, Skill Development / Learning"
Medha Servo Drives,Hyderabad / Secunderabad +53 other locations,4.2,(846),Electrical Equipment,"Job Security, Skill Development / Learning, Company Culture"
SKH Metals,Gurgaon / Gurugram +25 other locations,4.0,(842),Auto Components,"Work Life Balance, Skill Development / Learning, Company Culture"
Michelin,Pune +46 other locations,3.8,(843),Auto Components,"Work Life Balance, Job Security, Company Culture"
Rupeek,Bangalore / Bengaluru +57 other locations,3.6,(842),FinTech,"Job Security, Promotions / Appraisal, Salary & Benefits"
OCS Group,Mumbai +57 other locations,4.1,(841),Facility Management Services,"Company Culture, Work Life Balance, Work Satisfaction"
Future Focus Infotech,Bangalore / Bengaluru +57 other locations,3.4,(841),IT Services & Consulting,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Updater Services,Chennai +101 other locations,3.7,(840),Facility Management Services,"Promotions / Appraisal, Company Culture, Job Security"
Alok Industries,Silvassa / Dadra & Nagar Haveli +35 other locations,3.6,(839),Fashion & Textile,"Promotions / Appraisal, Salary & Benefits, Company Culture"
FastInfo,Kolkata +8 other locations,4.1,(837),EdTech,"Skill Development / Learning, Company Culture, Work Life Balance"
Mahindra First Choice Wheels,Mumbai +116 other locations,3.8,(835),Internet,Work Life Balance
Jabil Circuit India,Pune +22 other locations,3.9,(835),Electronics Manufacturing,"Company Culture, Skill Development / Learning, Job Security"
Feedback Infrastructure Services,Gurgaon / Gurugram +129 other locations,3.4,(835),Engineering & Construction,"Promotions / Appraisal, Job Security, Salary & Benefits"
Parekh Integrated Services,Mumbai +72 other locations,4.1,(834),Logistics,"Work Life Balance, Job Security, Company Culture"
Re Sustainability Limited,Hyderabad / Secunderabad +81 other locations,3.9,(832),Waste Management,"Job Security, Work Life Balance"
LEAD School,Mumbai +103 other locations,3.3,(832),EdTech,"Job Security, Promotions / Appraisal, Work Satisfaction"
Skipper,Kolkata +83 other locations,3.7,(832),Industrial Machinery,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Centum Electronics,Bangalore / Bengaluru +18 other locations,3.6,(831),Electronics Manufacturing,Job Security
Magna International,Pune +21 other locations,3.8,(830),Auto Components,Promotions / Appraisal
Navayuga Engineering Company,Hyderabad / Secunderabad +70 other locations,3.9,(830),Engineering & Construction,Promotions / Appraisal
Arvind Lifestyle Brands,Bangalore / Bengaluru +85 other locations,4.0,(831),Retail,"Company Culture, Skill Development / Learning, Work Life Balance"
Precision Infomatic M Pvt Ltd,Chennai +90 other locations,3.8,(828),IT Services & Consulting,Job Security
Ashirvad Pipes,Bangalore / Bengaluru +103 other locations,3.8,(828),Building Material,"Salary & Benefits, Skill Development / Learning"
Bechtel,Gurgaon / Gurugram +31 other locations,3.8,(826),Engineering & Construction,"Salary & Benefits, Company Culture"
Steag Energy Services,Jharsuguda +58 other locations,4.2,(825),Power,"Job Security, Work Life Balance, Company Culture"
ACL Digital,Bangalore / Bengaluru +25 other locations,3.6,(823),IT Services & Consulting,"Promotions / Appraisal, Job Security, Skill Development / Learning"
CIEL HR,Bangalore / Bengaluru +103 other locations,3.9,(822),Recruitment,"Work Life Balance, Company Culture"
RAMTeCH Software Solutions,Hyderabad / Secunderabad +35 other locations,3.6,(821),IT Services & Consulting,Job Security
C.R.I. Pumps,Coimbatore +67 other locations,3.8,(821),Industrial Machinery,Promotions / Appraisal
Musashi Auto Parts,Rewari +24 other locations,3.8,(820),Auto Components,"Promotions / Appraisal, Job Security"
AuthBridge Research Services,Gurgaon / Gurugram +22 other locations,3.3,(821),IT Services & Consulting,"Promotions / Appraisal, Job Security, Salary & Benefits"
Punj Lloyd,Gurgaon / Gurugram +71 other locations,3.9,(820),Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction"
Nlb Services,Noida +21 other locations,3.7,(817),IT Services & Consulting,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Silaris Informations,New Delhi +22 other locations,3.1,(817),BPO,"Promotions / Appraisal, Salary & Benefits, Company Culture"
H&M,Bangalore / Bengaluru +58 other locations,3.9,(816),Fashion & Textile,"Work Life Balance, Company Culture, Job Security"
Vijay Sales,Mumbai +50 other locations,4.1,(816),Retail,"Job Security, Salary & Benefits, Company Culture"
LanceSoft,Hyderabad / Secunderabad +28 other locations,3.3,(815),Recruitment,"Promotions / Appraisal, Job Security, Work Satisfaction"
Mahindra Tractors,Nagpur +126 other locations,4.1,(810),Automobile,"Skill Development / Learning, Company Culture, Work Life Balance"
Athena BPO,Mumbai +34 other locations,3.3,(811),BPO,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Shilpa Medicare,Hyderabad / Secunderabad +30 other locations,3.4,(810),Pharma,"Job Security, Company Culture, Promotions / Appraisal"
Tata Starbucks,Mumbai +52 other locations,4.1,(809),Hospitality,"Job Security, Company Culture, Work Life Balance"
National Health Mission,Guwahati +270 other locations,3.4,(808),Healthcare,"Promotions / Appraisal, Salary & Benefits, Job Security"
Epsilon,Bangalore / Bengaluru +14 other locations,3.7,(808),Marketing & Advertising,"Company Culture, Work Life Balance"
Target,Bangalore / Bengaluru +17 other locations,4.2,(807),Retail,"Company Culture, Work Life Balance, Job Security"
Royal Sundaram General Insurance,Chennai +103 other locations,3.7,(806),Insurance,Work Life Balance
Sanden Vikas,Faridabad +30 other locations,4.0,(806),Auto Components,"Work Life Balance, Skill Development / Learning"
Orient Electric,New Delhi +76 other locations,3.6,(805),Consumer Electronics & Appliances,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Panacea Biotec,Baddi +67 other locations,3.7,(805),Biotechnology,"Promotions / Appraisal, Job Security, Skill Development / Learning"
MOURI Tech,Hyderabad / Secunderabad +9 other locations,3.6,(804),IT Services & Consulting,"Job Security, Promotions / Appraisal, Salary & Benefits"
Greenlam Industries,New Delhi +111 other locations,4.1,(802),Furniture & Furnishing,"Salary & Benefits, Work Life Balance, Job Security"
Torry Harris Integration Solutions,Bangalore / Bengaluru +11 other locations,4.3,(800),IT Services & Consulting,"Work Life Balance, Company Culture, Skill Development / Learning"
Guardian India,Chennai +13 other locations,3.8,(800),Insurance,"Company Culture, Job Security, Work Life Balance"
Impact Infotech Pvt. Ltd.,Mumbai +72 other locations,3.5,(800),IT Services & Consulting,"Promotions / Appraisal, Job Security, Salary & Benefits"
Jaya Hind Industries,Pune +37 other locations,3.7,(800),Auto Components,"Promotions / Appraisal, Job Security, Company Culture"
Intellipaat Software Solutions,,3.7,(799),Bangalore / Bengaluru +15 other locations,
National Payments Corporation of India,Mumbai +11 other locations,3.7,(798),FinTech,"Job Security, Skill Development / Learning"
FIITJEE,New Delhi +48 other locations,3.2,(798),Education & Training,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Fareportal,Gurgaon / Gurugram +13 other locations,3.1,(798),Internet,"Promotions / Appraisal, Company Culture, Work Satisfaction"
KGISL,Coimbatore +19 other locations,3.1,(797),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture"
"Commonwealth Bank of Australia, India",Bangalore / Bengaluru +14 other locations,3.1,(797),Financial Services,Salary & Benefits
WSP,Bangalore / Bengaluru +30 other locations,4.2,(797),Management Consulting,"Company Culture, Work Life Balance, Job Security"
HP India,Bangalore / Bengaluru +60 other locations,3.9,(797),Consumer Electronics & Appliances,"Company Culture, Work Life Balance"
Rico Auto Industries,Gurgaon / Gurugram +30 other locations,3.8,(795),Auto Components,Work Life Balance
Tata Hitachi Construction Machinery,Kharagpur +73 other locations,4.0,(796),Industrial Machinery,"Job Security, Company Culture, Work Life Balance"
Lumen Technologies,Bangalore / Bengaluru +13 other locations,3.9,(795),Hardware & Networking,"Work Life Balance, Company Culture, Job Security"
Ageas Federal Life Insurance,Mumbai +124 other locations,3.6,(795),Insurance,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Bank of India,Mumbai +172 other locations,3.8,(794),Banking,Job Security
Ups Logistics,Pune +37 other locations,3.5,(794),Logistics,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Ramco Systems,Chennai +28 other locations,3.9,(794),Software Product,"Job Security, Skill Development / Learning"
Medusind Solutions,Chennai +11 other locations,3.5,(793),IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Swaraj Tractors,Mohali +98 other locations,4.1,(792),Automobile,"Job Security, Company Culture, Work Life Balance"
Qinecsa Solutions,Mysuru / Mysore +19 other locations,2.9,(792),Clinical Research,"Job Security, Promotions / Appraisal, Company Culture"
Shaktiman Tirth Agro Technology,Rajkot +63 other locations,3.9,(792),Industrial Machinery,"Job Security, Work Life Balance, Salary & Benefits"
Carborundum Universal Limited,Chennai +116 other locations,3.8,(792),Metals & Mining,Promotions / Appraisal
Parag Milk Foods,Mumbai +89 other locations,4.1,(791),Food Processing,"Work Life Balance, Company Culture, Work Satisfaction"
Acme Cleantech Solutions,Gurgaon / Gurugram +97 other locations,3.9,(790),Industrial Machinery,"Salary & Benefits, Work Life Balance"
Ford Business Solutions,Chennai +50 other locations,4.2,(790),IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction"
MAS Financial Services,Ahmedabad +133 other locations,3.6,(788),NBFC,"Promotions / Appraisal, Work Satisfaction, Job Security"
Thryve Digital,Chennai +7 other locations,3.9,(788),IT Services & Consulting,"Work Life Balance, Company Culture, Salary & Benefits"
Freshworks,Chennai +47 other locations,3.4,(787),Software Product,"Job Security, Promotions / Appraisal, Work Satisfaction"
